"Year" "Age1" "Age2" "Age3" "Age4" "Age5" "Age6" "Age7" "Age8" "Age9" "Age10" "Age11" "Age12" "Age13" "Age14" "Age15" "Age16"
"1" 1983 0.016778948719376 0.0920212433191311 0.301785998209549 0.711136528267996 1.29665557798562 1.92823591821837 2.57281527596307 3.39202036895983 4.29545550410777 5.36577053072939 6.76096417630617 7.9956622584908 9.21138476943233 10.4427945849673 11.6789875556508 12.9107448426748
"2" 1984 0.0166454586973926 0.0882633533653375 0.298515308091368 0.681697601467169 1.22790096610366 1.93096020364168 2.65745528066404 3.39468583089956 4.35754335345634 5.39172988245606 6.62700699617009 8.15108947645565 9.44590024691334 10.7041009925283 11.9660042468264 13.222219158452
"3" 1985 0.0171781561848365 0.0866546621346239 0.286865716503474 0.680029487221613 1.17349374782212 1.8147970802248 2.64686733408481 3.49438470810262 4.34576976635722 5.4574869888461 6.65521339888317 7.98529871117761 9.62528623255261 10.9713234283655 12.2592078355692 13.5400810672369
"4" 1986 0.0175143159287399 0.0902577487211119 0.279681766178665 0.653577329512217 1.17390463123508 1.72746001678844 2.47196918226695 3.46612174558881 4.46302108698726 5.42939575165152 6.73048844132576 8.01432866883402 9.42598501264508 11.1745406844384 12.5586772807111 13.8643965377135
"5" 1987 0.0174512215978982 0.0920799441566897 0.292018434821005 0.632288208554456 1.12445188638294 1.72971023504439 2.34626121266253 3.22305769690068 4.4153357676408 5.56709130898354 6.68917177559929 8.09777133035341 9.45481572113513 10.9411330326521 12.7852512068152 14.1952287640365
"6" 1988 0.0172640948683773 0.0909500208584625 0.295769967616411 0.658116603710436 1.07822603581565 1.65085290358473 2.35229826055191 3.05548493675997 4.09606697647867 5.49882148049585 6.85622811912508 8.04139210651742 9.54542294612274 10.9693194421642 12.5177187718044 14.4443859676776
"7" 1989 0.0180285466279781 0.0892328959769511 0.288239374186217 0.659652659917719 1.11579525710567 1.57116902948999 2.23964298324378 3.07064169218647 3.88515893261472 5.09636011205281 6.77111090538662 8.23789577232331 9.47249648934552 11.0665238406276 12.5448727412587 14.1432235138485
"8" 1990 0.0184917772805873 0.0941685347832624 0.279969997803013 0.634049265805822 1.10700670532021 1.61738716979986 2.12006440506122 2.92165181394889 3.9187787614547 4.84190804087325 6.28051431837969 8.13415490228833 9.69781333860491 10.976373021944 12.6480697183444 14.16901492169
"9" 1991 0.0181092839904907 0.0988194663587897 0.297046814572096 0.61031979421823 1.05242261505984 1.59145913197636 2.17427643424182 2.75675915083256 3.73293970694303 4.90484747411217 5.98565247880261 7.55203336498129 9.57440398604285 11.2302560648484 12.5403426768107 14.2775783470219
"10" 1992 0.0175997589791174 0.0965215484338231 0.316957020051306 0.649681782334489 1.0065746430181 1.50088116465994 2.12643592251326 2.82109690882209 3.51769920371895 4.68253381725982 6.09526299654396 7.21678281613669 8.89896374797254 11.0869166985173 12.8221501412034 14.1522190642292
"11" 1993 0.0175035969363814 0.0924631552605825 0.307965276089006 0.701977796513798 1.07374622727097 1.42955827106217 1.99443026250843 2.74749657479351 3.59712999310488 4.41233158531415 5.83962560988665 7.3778663454479 8.52301842584451 10.3179073190878 12.6589417195575 14.4609704298097
"12" 1994 0.0182077686230612 0.0917844216778131 0.291155352331941 0.679091659380288 1.17048438539 1.52743770423075 1.89577236089777 2.56846858034139 3.49487487169222 4.51220250395032 5.51104076809188 7.08856513508039 8.73798368999025 9.90221341134864 11.7974572678401 14.2782392792942
"13" 1995 0.0185635835375838 0.0971145731532481 0.288259206798831 0.635076961725413 1.12871951784371 1.67543927096199 2.02951096542457 2.44104509937329 3.2631661341826 4.37943228158257 5.64285448477329 6.6991977959373 8.41532137202001 10.1740072056315 11.3433995972441 13.3265528217398
"14" 1996 0.018653226646203 0.0995987554227141 0.307302542402318 0.627525401673362 1.04699181511645 1.61132528002513 2.23768359990353 2.61981215942277 3.10595353310937 4.09008014991963 5.48100142400161 6.86459661291708 7.96374358211216 9.81910924533322 11.673904169829 12.8358835835085
"15" 1997 0.0189691025301055 0.0998269361619143 0.31451633269127 0.672172136025089 1.03265438725828 1.48547715166439 2.14790028010177 2.90304936462285 3.34355182835316 3.90286504798611 5.13023555206536 6.67231699476416 8.16325217692298 9.30493167339813 11.2882317987154 13.225992403881
"16" 1998 0.0190630370366189 0.103003172865474 0.312085056997859 0.685616851151451 1.10913587863128 1.46190989683535 1.9707115147286 2.78359750604204 3.72346570640733 4.21377659616232 4.9164902078242 6.25771877255332 7.93920536796853 9.53956294754678 10.7119429377504 12.8112787515908
"17" 1999 0.0192358712317394 0.105172438545639 0.325155028420134 0.674237413733118 1.12832223831792 1.57253442670561 1.93573094085657 2.54519694922022 3.56933519489409 4.71280616177889 5.32751540982956 6.01835992361361 7.45920339784751 9.28343035435714 10.982146193818 12.1741448227206
"18" 2000 0.0188368554562814 0.106229236320653 0.335552722311194 0.707681972617197 1.10297750823497 1.59656710092522 2.08512453236842 2.49708023983075 3.25650899358033 4.51920865031865 5.98596379422344 6.53449827570001 7.19431913617631 8.73751954661565 10.6940679152311 12.4798547339614
"19" 2001 0.0186054049388241 0.102367199016709 0.338495155707115 0.735306053024135 1.16440769826003 1.55429326072327 2.11499016785748 2.69554183616409 3.19391506247704 4.11906014061562 5.75129506492257 7.35943010351918 7.81973820161736 8.44819018310735 10.0826362256094 12.1603797222587
