3Ps Cod maturity-at-age ogive - mat (units : NA )
1	6		
1959	2016	
1	14	
1 
0	0.0006	0.004	0.0142	0.0677	0.1938	0.4701	0.7573	0.9135	0.9723	0.9914	0.9973	0.9992	0.9997
0	0	0.0026	0.0149	0.061	0.1804	0.4701	0.7573	0.9135	0.9723	0.9914	0.9973	0.9992	0.9997
0.0001	0.0002	0.0001	0.0112	0.0535	0.2265	0.4003	0.7573	0.9135	0.9723	0.9914	0.9973	0.9992	0.9997
0.0001	0.0007	0.0012	0.001	0.0464	0.1744	0.5691	0.6693	0.9135	0.9723	0.9914	0.9973	0.9992	0.9997
0.0002	0.0004	0.0035	0.0102	0.0111	0.1733	0.4409	0.8562	0.8599	0.9723	0.9914	0.9973	0.9992	0.9997
0.0001	0.0008	0.0028	0.0185	0.0785	0.1096	0.4745	0.7465	0.9641	0.949	0.9914	0.9973	0.9992	0.9997
0	0.0005	0.0046	0.0177	0.0914	0.4129	0.5741	0.7955	0.9166	0.9918	0.9826	0.9973	0.9992	0.9997
0	0.0001	0.0028	0.0252	0.1041	0.3491	0.8531	0.9365	0.9437	0.9762	0.9982	0.9942	0.9992	0.9997
0.0002	0	0.001	0.0159	0.1255	0.4283	0.741	0.9796	0.9938	0.9863	0.9935	0.9996	0.9981	0.9997
0.0002	0.0009	0.0001	0.0066	0.0847	0.4435	0.8285	0.9385	0.9975	0.9994	0.9968	0.9983	0.9999	0.9994
0	0.0012	0.0044	0.0012	0.0438	0.3415	0.8157	0.9689	0.9879	0.9997	0.9999	0.9993	0.9995	1
0.0002	0.0001	0.0066	0.0206	0.013	0.2396	0.7498	0.9609	0.995	0.9977	1	1	0.9998	0.9999
0.0007	0.0009	0.0012	0.0344	0.0899	0.1292	0.684	0.9489	0.9927	0.9992	0.9996	1	1	1
0.0015	0.003	0.0049	0.0099	0.1616	0.3174	0.6251	0.937	0.9915	0.9987	0.9999	0.9999	1	1
0.0006	0.0054	0.0137	0.0257	0.0784	0.5103	0.6865	0.9493	0.9903	0.9986	0.9998	1	1	1
0.0004	0.0023	0.0198	0.0601	0.124	0.4196	0.8492	0.9116	0.9953	0.9986	0.9998	1	1	1
0	0.0016	0.0093	0.0697	0.2274	0.4324	0.86	0.9682	0.9798	0.9996	0.9998	1	1	1
0.0001	0.0001	0.0067	0.0369	0.2176	0.5752	0.8038	0.9812	0.994	0.9956	1	1	1	1
0.0007	0.0005	0.0008	0.028	0.1359	0.5082	0.8617	0.9566	0.9978	0.9989	0.9991	1	1	1
0	0.0028	0.003	0.0058	0.1096	0.3922	0.7933	0.9663	0.9916	0.9997	0.9998	0.9998	1	1
