"Estimate" "Low" "High"
"1959" 0.277608376611788 0.200367866619763 0.384624601065802
"1960" 0.305993154600863 0.225814248142219 0.414640844999373
"1961" 0.385606177953647 0.289560112476633 0.513510383748101
"1962" 0.323518125268514 0.2436979381648 0.4294824082856
"1963" 0.275593993934625 0.207094959418999 0.366749870233058
"1964" 0.323997555983108 0.245434678366744 0.427708166513324
"1965" 0.344180901007323 0.261899505207306 0.452312777469531
"1966" 0.438135881588171 0.336090509873841 0.571164746089087
"1967" 0.326326258537737 0.247154247406075 0.430859789499295
"1968" 0.273946783435526 0.206705862579057 0.363061014420762
"1969" 0.305723408589856 0.23152777987804 0.403695844226706
"1970" 0.302166665397472 0.229248560272153 0.398278155243526
"1971" 0.397927028467275 0.305031043974057 0.519114113507289
"1972" 0.355909400040273 0.271877937548184 0.465913130647379
"1973" 0.448398227965829 0.346647511709313 0.580015618319217
"1974" 0.674708229105393 0.535121932950302 0.850705542777321
"1975" 0.55002462497326 0.429288563627334 0.704717324684194
"1976" 0.308830518848655 0.233831156084851 0.40788529197418
"1977" 0.352132189333305 0.26632998268407 0.465576866393433
"1978" 0.321888120847876 0.242486099515337 0.427290317053508
"1979" 0.267508116882132 0.201214691824826 0.355642979887987
"1980" 0.354688825480853 0.269851756341535 0.466197310058506
"1981" 0.333472789714085 0.253451010848823 0.438759747326576
"1982" 0.296679476242315 0.22498930239776 0.391212874058365
"1983" 0.329437946806897 0.250056709337057 0.434018991468272
"1984" 0.243447274870963 0.18358999619058 0.322820289078144
"1985" 0.28723721221927 0.218566134499506 0.377483987958275
"1986" 0.367727166597914 0.282354172860059 0.478913655443475
"1987" 0.437037662964712 0.337952137946067 0.565174465267443
"1988" 0.426459015976333 0.328236701378717 0.554073604638336
"1989" 0.380735102378379 0.292183054055699 0.496124659424777
"1990" 0.454087574650708 0.35018153992573 0.588824657907137
"1991" 0.584680987861085 0.453466761211529 0.753863098263007
"1992" 0.910556293477373 0.727671715329716 1.13940496260126
"1993" 0.50964831841396 0.381928231690529 0.6800791010198
"1994" 0.0286935343326278 0.0197556137440935 0.0416751877801744
"1995" 0.00961350177780949 0.0066467007131779 0.0139045551199129
"1996" 0.0147671922270211 0.010541422568488 0.020686958031801
"1997" 0.0873310246482629 0.0635292902286538 0.120050260890143
"1998" 0.135755996878724 0.101010369637967 0.182453452596899
"1999" 0.18517952724011 0.138698359315137 0.247237656438005
"2000" 0.172681040314179 0.129000050957771 0.2311529449996
"2001" 0.145696669923685 0.107660983897617 0.197170031875597
"2002" 0.150855879107588 0.11161806469017 0.203887214175353
"2003" 0.140150703563808 0.103383902413565 0.189993018747309
"2004" 0.127131291812216 0.0926517819651229 0.17444203462732
"2005" 0.138782224603869 0.101267068121728 0.190195156463369
"2006" 0.126113311767143 0.0920005440026894 0.17287471044097
"2007" 0.160872394188039 0.11781220026335 0.219671028585676
"2008" 0.155727154271264 0.114159717483108 0.212429980662965
"2009" 0.13851849907227 0.0989236764638933 0.193961398030307
"2010" 0.124581563242228 0.0884816627287943 0.175409971074452
"2011" 0.0983530426552156 0.0693962756187366 0.139392509371597
"2012" 0.0609403726696728 0.0418069409195586 0.0888304415351566
"2013" 0.0495379562522948 0.0329802618119383 0.074408418091028
"2014" 0.0471456749938993 0.0299780087844125 0.0741448401931923
