"V1" "V2"
"logR" 4.59513715022249 0.460551728930963
"logR" 4.84422504775711 0.511579280590538
"logR" 4.70181839344645 0.561977803154351
"logR" 4.60045272644871 0.621247110379639
"logR" 4.61473449106196 0.683657827076909
"logR" 4.93047698907499 0.754200071703941
"logR" 4.84778706811359 0.805392128169127
"logR" 4.93682424013079 0.852411391095412
"logR" 5.20813311168244 0.902098616438619
"logR" 5.44582226029671 0.948148751962999
"logR" 5.66107337775413 0.993859240152142
"logR" 5.27983468230678 0.996938357474749
"logR" 4.88319923161178 1.00305488354518
"logR" 4.51161578671899 1.01076853944682
"logR" 4.74849418447427 1.02028385199866
"logR" 5.10089388862765 1.04252780660901
"logR" 4.93319533093391 1.0441119182129
"logR" 5.5290240658865 1.07281772947434
"logR" 5.6070764239747 1.07894439414666
"logR" 5.30358416726019 1.06895013602159
"logR" 5.42159703456021 1.07439616860068
"logR" 5.62430726691462 1.07735828891202
"logR" 6.00178506002103 1.08914058140908
"logR" 6.08767757549447 1.09121773596336
"logR" 5.95646721242203 1.09139316285422
"logR" 5.46939452960512 1.08091672953438
"logR" 5.65457842647909 1.10539602265119
"logR" 4.93701343627485 1.08925223033444
"logR" 4.58065902932529 1.10144893677829
"logR" 4.47110348133996 1.09394223202217
"logR" 4.39185151292626 1.08698340122477
"logR" 4.57499213891693 1.08967015232156
"logR" 4.76212967590261 1.09610040229163
"logR" 4.67364542571391 1.09183042601843
"logR" 5.0831449176362 1.10393756952203
"logR" 5.04915142417017 1.09248644242826
"logR" 5.19597893448348 1.10514008550502
"logR" 4.44610727627322 1.08614257835857
"logR" 4.84338618535259 1.10206074625493
"logR" 5.11426176256337 1.10480151625728
"logR" 4.5111348706929 1.08673300825729
"logR" 5.04479954739795 1.11358263163444
"logR" 5.20090346333603 1.09568328023835
"logR" 5.28685269340491 1.10263036161797
"logR" 5.45693065086144 1.10312166377124
"logR" 5.96264128188112 1.11315596409
"logR" 5.55507387472024 1.0946068355949
"logR" 5.63215238911488 1.10586123495631
"logR" 5.85043361438892 1.1205482716918
"logR" 5.43891515328785 1.10870135249672
"logR" 5.15675565098157 1.11236808941268
"logR" 5.10013918502291 1.14766053780254
"logLagR" 3.96837648217363 0.360840317060856
"logLagR" 3.98613375115314 0.349327186776919
"logLagR" 4.50050091984628 0.3545303553111
"logLagR" 4.74395616673665 0.373728095451468
"logLagR" 4.0704324216898 0.408232102942694
"logLagR" 4.97533712898043 0.465032008801042
"logLagR" 4.46672821524234 0.52555622581479
"logLagR" 4.30227815605948 0.59085096184505
"logLagR" 4.15927472062889 0.656565542359481
"logLagR" 5.06758354465668 0.736173752443213
"logLagR" 4.50209345120167 0.791926891462596
"logLagR" 4.58233559648771 0.83455707769511
"logLagR" 5.03641006131951 0.885862035771251
"logLagR" 5.26459430850473 0.931385909103953
"logLagR" 5.96592662139488 0.972081737895239
"logLagR" 5.09270740210395 0.981474777218311
"logLagR" 4.66187457972184 0.988823085055866
"logLagR" 3.79634631036482 0.989311998919079
"logLagR" 4.59319106248482 0.999483272938094
"logLagR" 5.34118289473656 1.02261372686663
"logLagR" 4.3219089110404 1.02660067432421
"logLagR" 5.61775905283608 1.04977105490789
"logLagR" 5.05969426974511 1.05238270496939
"logLagR" 5.06020489179683 1.05676611258468
"logLagR" 5.10840463105895 1.0611212124263
"logLagR" 5.44372967680868 1.06637781284509
"logLagR" 5.71223526308845 1.06750555946887
"logLagR" 5.67206108507919 1.06422357361525
"logLagR" 5.9013869387994 1.07595141376132
"logLagR" 5.10911328468207 1.07309277484706
"logLagR" 5.46042004745565 1.08207110028806
"logLagR" 4.70436074388964 1.08565598231778
"logLagR" 4.1716458132968 1.09266352716923
"logLagR" 4.23039166882142 1.08614341238968
"logLagR" 4.54083721973227 1.08225927835815
"logLagR" 4.54775416703791 1.07645337639728
"logLagR" 4.81453415137593 1.09010261675945
"logLagR" 4.37079796416775 1.08464331605791
"logLagR" 5.20080082703117 1.09413627436483
"logLagR" 5.24509427065548 1.09185147092782
"logLagR" 5.3661228391906 1.10220969584472
"logLagR" 3.76402364183445 1.0868758010411
"logLagR" 4.69047702045207 1.0927502930749
"logLagR" 4.76898793653393 1.09486148503124
"logLagR" 4.46617107903459 1.0980348923948
"logLagR" 5.16445876930007 1.0980678491588
"logLagR" 4.78725162624847 1.09655020456318
"logLagR" 4.96190031702799 1.09584469222313
"logLagR" 5.16917277605993 1.0978159490858
"logLagR" 5.72272698849739 1.10432472384132
"logLagR" 5.58001539075114 1.10009508576944
"logLagR" 5.39614190646603 1.10233601166247
"logLagR" 5.75143935579373 1.1000773102191
"logLagR" 5.04231196841604 1.09886897295893
"logLagR" 4.5968151695949 1.11302405513066
"lastLogN" 5.10013918502291 1.14766053780254
"lastLogN" 4.5968151695949 1.11302405513066
"lastLogN" 5.00465090708034 1.10490698428286
"lastLogN" 5.62636332361697 1.10671104680761
"lastLogN" 4.08488181667189 1.12209559738511
"lastLogN" 4.04846456568742 1.14994570737398
"lastLogN" 3.34419665409199 1.18026986837521
"lastLogN" 2.57700063967983 1.20683777439548
"lastLogN" 3.18072045522519 1.22377526593126
"lastLogN" 2.2535894019378 1.23703134392691
"lastLogN" 2.17484952201765 1.25378640432252
"lastLogN" 2.0996894681374 1.26871522639971
"lastLogN" 1.02435519918112 1.26247280011627
"lastLogF" -14.1584699751921 1.20835592607842
"lastLogF" -11.2667474225616 1.12039119725337
"lastLogF" -7.70484793857158 1.10011471469785
"lastLogF" -5.58719107773566 1.10396616898831
"lastLogF" -4.56201532408766 1.1249854449729
"lastLogF" -4.24159958119807 1.15512027773349
"lastLogF" -4.27549333377025 1.18546677358033
"lastLogF" -4.64957289876424 1.21006708824064
"lastLogF" -5.02374787947332 1.22467766492521
"lastLogF" -5.55155045998597 1.23413252875567
"lastLogF" -5.83729593000808 1.24906110777798
"lastLogF" -6.90455574153953 1.25764558807498
"beforeLastLogN" 5.15675565098157 1.11236808941268
"beforeLastLogN" 5.04231196841604 1.09886897295893
"beforeLastLogN" 5.95776869754495 1.10199143931506
"beforeLastLogN" 4.30418845522785 1.10079218914434
"beforeLastLogN" 4.47685630359464 1.12137037145539
"beforeLastLogN" 3.85947699254101 1.15063133146415
"beforeLastLogN" 3.01998405027463 1.18104526494705
"beforeLastLogN" 3.60156605886007 1.20711338012847
"beforeLastLogN" 2.60493022365071 1.22127873583828
"beforeLastLogN" 2.24181796511762 1.23314596845002
"beforeLastLogN" 1.49113965203384 1.24395432394256
"beforeLastLogN" 1.70530919062715 1.26197066701129
"beforeLastLogN" 1.29601675944667 1.26105326045505
"beforeLastLogF" -13.9276196643903 1.18380210063442
"beforeLastLogF" -11.0279305452452 1.10566861045041
"beforeLastLogF" -7.56202896069527 1.09466145075165
"beforeLastLogF" -5.50293831670588 1.10201958627915
"beforeLastLogF" -4.50957883103052 1.12453637163751
"beforeLastLogF" -4.22306382677879 1.15532169789807
"beforeLastLogF" -4.27969595122872 1.18536334586231
"beforeLastLogF" -4.67367237253081 1.20925746841566
"beforeLastLogF" -5.09134053662184 1.2238100500338
"beforeLastLogF" -5.68409339053887 1.23419527604747
"beforeLastLogF" -5.95923615721434 1.24752235636953
"beforeLastLogF" -6.9917883720692 1.25625515125269
