"","Year","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16"
"25",1983,0.269923452642286,0.183217972492281,0.231304663042546,0.413345960317482,0.729209150757478,1.18681473711135,1.79284852320557,2.5334673936743,3.40555627504397,4.40956729789418,5.5131552311492,6.69528414795421,7.94774610337882,9.25147081283992,10.6121461731665,12.0661587713614
"26",1984,0.252887311855685,0.164924909676105,0.211116453298941,0.391845504729064,0.708441207355262,1.17169248189348,1.79288065612589,2.56095538898641,3.47015716807676,4.51623871403026,5.66538740560951,6.89536186710409,8.19155362864146,9.5272432797006,10.9065185529121,12.3698586830262
"27",1985,0.253943484318472,0.166059006268079,0.212368041406321,0.393178446820487,0.70972873662641,1.17263000112019,1.79287866401359,2.55925124342495,3.46615217157272,4.50962551367576,5.65594962080665,6.88295785025366,8.17643853904293,9.51014649181057,10.8882686449554,12.3510305054671
"28",1986,0.272684758701663,0.186183006993439,0.234576872787186,0.416830865674823,0.732575326740388,1.18926583067107,1.79284331493519,2.52901199682321,3.39508542723829,4.39227744149838,5.48848065073602,6.66285451349913,7.90822851513731,9.2067721810729,10.5644327710477,12.0169335144903
"29",1987,0.328187575044252,0.245780806668131,0.300348957657855,0.486878175846412,0.800236152211674,1.23853331234765,1.79273862763558,2.43945760921015,3.18461924557898,4.04474779303119,4.99251653971219,6.01101223071207,7.11391691211062,8.30832054391875,9.60538363345193,11.0274957872762
"30",1988,0.355931312978448,0.275571470360283,0.333225910689827,0.521892150712128,0.834057214528583,1.26316024464376,1.79268629845309,2.3946927914132,3.07941524021959,3.87103099581637,4.74460302418752,5.68518117096105,6.71687088085269,7.85921888727675,9.12599160088843,10.5329136594686
"31",1989,0.353796231524878,0.273278863153225,0.330695791178355,0.519197571901988,0.83145443897382,1.26126502394464,1.79269032556246,2.39813776816714,3.08751144993787,3.88439976078909,4.76368176369773,5.71025622949576,6.74742644692541,7.89378051052083,9.16288428781272,10.5709753341735
"32",1990,0.315744369717354,0.232419544893483,0.285603479666751,0.471174232866618,0.785067236480804,1.22748800994971,1.79276209753585,2.45953485404969,3.23180376855148,4.1226606460722,5.10370699228579,6.15714909186536,7.29199404443111,8.50974488477366,9.82039335951751,11.2493183470885
"33",1991,0.315644784747841,0.23231261257086,0.285485469239565,0.471048551690282,0.78494583721342,1.22739961262172,1.79276228536923,2.45969553546277,3.2321813938625,4.12328419514101,5.10459686732512,6.15831864862186,7.29341922430455,8.51135691610451,9.82211411686681,11.2510936286398
"34",1992,0.286842099880435,0.201384873116605,0.2513536402904,0.434698133213704,0.749833863401334,1.20183269831989,1.79281661189712,2.50616897545888,3.34140091649288,4.30363156499512,5.36197295986768,6.49658630946415,7.70562005114704,8.9776002723664,10.3198039982599,11.7645533939419
"35",1993,0.332524656162091,0.250437876501099,0.305488496264557,0.492351787571363,0.805523280107267,1.24238315418601,1.79273044719826,2.43245968245381,3.16817307288778,4.01759125619975,4.95376109047931,5.96007620542942,7.05184810043262,8.23811405913894,9.53044196058128,10.9501795001622
"36",1994,0.376737047517668,0.297912246574223,0.357881173757263,0.548150020792464,0.859420489155421,1.28162860738146,1.79264705546852,2.36112251627619,3.00052008149363,3.74075635234808,4.55868637499896,5.44083217408502,6.41911596600319,7.52242613529143,8.7664833257818,10.1620139456876
"37",1995,0.412185088264989,0.335975634534197,0.399887898787947,0.59288720835924,0.902633498086341,1.3130943205303,1.79258019472331,2.30392672351471,2.86610142898162,3.51879923464567,4.24192846656665,5.02451939351478,5.91181215827634,6.94861110495577,8.1539664275701,9.53008873571748
"38",1996,0.446856476228043,0.373205068469786,0.440974272812898,0.636644221548208,0.944899726800492,1.34387063214353,1.79251479887102,2.24798406832474,2.73462783686025,3.30170511105569,3.93211060069624,4.61732786403035,5.41562317964678,6.38736813873337,7.55486953634264,8.91200876129286
"39",1997,0.400663676693086,0.323604176217675,0.386234767115138,0.57834661486917,0.88858829697911,1.30286725511432,1.79260192597128,2.32251664427461,2.90979051830451,3.59094029661835,4.34488192054505,5.15983042302367,6.07669732082953,7.13511391276301,8.35304821404586,9.73547866061133
"40",1998,0.404189109741485,0.327389714798061,0.39041248451661,0.582795886428762,0.892885983581643,1.30599663159572,1.79259527643365,2.31682832035657,2.8964221078114,3.5688658760981,4.31337922603257,5.11842664430555,6.02624416258344,7.07804597814759,8.2921312417638,9.67263146306874
"41",1999,0.434074673349704,0.359480227504552,0.425827549112877,0.62051295164571,0.929318043009502,1.33252477114766,1.7925389074211,2.26860764393386,2.78309631871027,3.38173808512439,4.04632670574409,4.76744131980389,5.59854604740175,6.59427352621751,7.77572998694977,9.13986743267234
"42",2000,0.407270079077225,0.330697997248846,0.394063502428628,0.586684222713495,0.896641845756658,1.30873147660534,1.79258946522656,2.31185714339117,2.88473909972942,3.54957445521634,4.28584818673791,5.08224278522694,5.98215181100181,7.02817279826007,8.23889428589182,9.61770763220663
"43",2001,0.37270396405205,0.29358160326107,0.353101879201221,0.543060069199373,0.854503950239739,1.27804861128692,1.79265466251705,2.36762993957029,3.01581349781475,3.76600941465024,4.59472535081171,5.48819795669093,6.47683420813601,7.58771165918444,8.83617213572754,10.2339109267931
"44",2002,0.373985685020605,0.294957889268816,0.35462074735746,0.544677664704503,0.856066434893149,1.27918634029769,1.79265224498374,2.36556186908317,3.01095322340021,3.75798394734989,4.5832721013617,5.47314502826146,6.45849124998985,7.56696380567976,8.81402491022562,10.2110619406403
"45",2003,0.388669336264097,0.310724896476181,0.372021204116934,0.563209161678559,0.873966570949934,1.2922203909325,1.79262454923966,2.34186964080204,2.95527294961087,3.66604259209744,4.45206138962752,5.30069567565334,6.24835066026715,7.3292722547198,8.56030187435471,9.94929939468433
"46",2004,0.398818501387242,0.321622864358406,0.384048192904775,0.576017912012515,0.886338932125946,1.3012293717318,1.79260540627071,2.32549385435947,2.91678740651134,3.60249382070337,4.36137010602013,5.18150073387924,6.10310398361947,7.16498268129791,8.38493152920702,9.76837223577077
"47",2005,0.42095758662462,0.345395365537696,0.410283506518481,0.603958536880371,0.913327630737096,1.32088129298812,1.79256364837081,2.28977220361461,2.83283619389935,3.46387043153262,4.16353885254171,4.9214924530224,5.78626722751864,6.80660631974824,8.00238390364134,9.37370314286095
"48",2006,0.466582056827409,0.394385997267554,0.464349529183612,0.661538883722282,0.968946237485921,1.36138018832065,1.7924775932317,2.21615663311885,2.65982861218423,3.17819382742649,3.75584603087681,4.38566452990644,5.13332655797983,6.06806037471064,7.21402555203692,8.56036473811851
"49",2007,0.445393901010195,0.371634584833344,0.439241088306291,0.634798379000299,0.94311677139256,1.34257236653298,1.79251755752472,2.25034394907681,2.74017390896568,3.31086299321033,3.94517993420984,4.63450480083415,5.43655437814066,6.41104356973899,7.58014179446894,8.93808180037064
"50",2008,0.432614891406436,0.357912743229762,0.42409767469943,0.618670634349019,0.927538492748846,1.33122898500777,1.79254166080624,2.27096301770753,2.78863179874355,3.39087847725244,4.0593710790118,4.78458545152502,5.61943727079967,6.61790374110105,7.80095397928068,9.16589067659675
"51",2009,0.421817473399967,0.346318694535341,0.411302491674445,0.605043756687838,0.914375877526461,1.3216445777859,1.7925620264851,2.28838476710855,2.82957551096122,3.45848626963869,4.15585504461594,4.91139367614014,5.77396122058142,6.79268690570789,7.98752567257003,9.35837411142209
"52",2010,0.355264821867149,0.274855805708403,0.332436103742602,0.521051005835595,0.833244727131883,1.26256862892446,1.79268755556326,2.3957681819475,3.0819425685346,3.87520421506684,4.7505586800137,5.69300864920584,6.72640916481563,7.87000770971053,9.13750809262033,10.5447950646625
"53",2011,0.426010918904628,0.350821531357006,0.416271818851117,0.610336093136849,0.919487906124485,1.3253669204196,1.79255411696781,2.28161859794984,2.81367400322664,3.43222910400036,4.11838309978689,4.86214455203031,5.71394800610862,6.72480552189263,7.9150659207986,9.28361838796984
"54",2012,0.57818802514548,0.514226224856446,0.596605110143322,0.802391157443348,1.10499972884954,1.46044804399786,1.79226708630227,2.03607920993019,2.23661978153124,2.47937554229638,2.7585533075641,3.07492943653626,3.53611183188587,4.26143916953403,5.28555390466485,6.57078721912285
"55",2013,0.608411255223087,0.546679316976478,0.632420317095347,0.840534374511216,1.14184342129997,1.48727591566593,1.79221008039607,1.98731370504875,2.12201356420739,2.29013346024451,2.4884834547987,2.71997845233065,3.1035813061661,3.77220074286206,4.76331801374405,6.03200367537483
"56",2014,0.554456972696029,0.488744301538859,0.568483279601583,0.772441390906016,1.07607033924665,1.43938300137908,1.79231184691014,2.07436951679329,2.32660771952999,2.627966998712,2.97061012030499,3.35363427389278,3.87573154048378,4.64558549452403,5.69560958986476,6.99383599659481
"57",2015,0.57818802514548,0.514226224856446,0.596605110143322,0.802391157443348,1.10499972884954,1.46044804399786,1.79226708630227,2.03607920993019,2.23661978153124,2.47937554229638,2.7585533075641,3.07492943653626,3.53611183188587,4.26143916953403,5.28555390466485,6.57078721912285
"58",2016,0.57818802514548,0.514226224856446,0.596605110143322,0.802391157443348,1.10499972884954,1.46044804399786,1.79226708630227,2.03607920993019,2.23661978153124,2.47937554229638,2.7585533075641,3.07492943653626,3.53611183188587,4.26143916953403,5.28555390466485,6.57078721912285
