"V1" "V2"
"logLand" 3.909520059634 0.0810604036297871
"logLand" 3.59822662788266 0.078153272418501
"logLand" 3.40465835275875 0.0750913050046898
"logLand" 3.53880736594839 0.0766312621572623
"logLand" 3.60280835537389 0.0801707681253519
"logLand" 3.39395461863853 0.0815481427633165
"logLand" 2.43472202808981 0.0859216358643099
"logLand" -0.471564043425962 0.0876872544802619
"logLand" -0.714711516988598 0.0937418181384405
"logLand" -0.205012245221608 0.0925171029738943
"logLand" 2.03570318585869 0.0858620459960393
"logLand" 2.74330940916415 0.0805303509679771
"logLand" 3.14207485630683 0.075535679379721
"logLand" 2.99902643914021 0.0737981160955186
"logLand" 2.61378747336433 0.0692743787991329
"logLand" 2.56991953499089 0.068373116567179
"logLand" 2.58360510630059 0.0718176908508825
"logLand" 2.52416821063021 0.0820105421416318
"logLand" 2.47746279969137 0.0814585808558387
"logLand" 2.35202251933613 0.0768320354148367
"logLand" 2.36453270812142 0.0701954955906837
"logLand" 2.31626083175938 0.0693239750484091
"logLand" 2.06539986138813 0.0721411121380982
"logLand" 1.99962172793407 0.0797875927269923
"logLand" 1.81734659139296 0.0797080108574215
"logLand" 1.4193577020122 0.0827269352591858
"logLand" 1.32252953393366 0.0812167726189708
"logLand" 1.65596734301343 0.0798024313798151
"logLand" 1.59057681655777 0.0840105792917124
"logLand" 1.66101624503275 0.0836178565588618
"logtsb" 5.36514668218789 0.14253700000894
"logtsb" 5.36258535736394 0.135232384606592
"logtsb" 5.2171356395981 0.119201626983069
"logtsb" 4.97376962679067 0.130781699422772
"logtsb" 4.94128317881433 0.136283865702257
"logtsb" 4.96676262689246 0.138488535706043
"logtsb" 5.03508207103416 0.164755576721144
"logtsb" 5.1295071639305 0.195168797548366
"logtsb" 5.19078731854655 0.27868338558973
"logtsb" 5.3564258747464 0.355671469426576
"logtsb" 5.44901940289655 0.440458007416995
"logtsb" 5.59740149599229 0.541039752765144
"logtsb" 5.65521545159159 0.659317612484895
"logtsb" 5.69036031260302 0.79949688254663
"logtsb" 5.89792221146635 0.881820247749418
"logtsb" 6.0356859735411 0.962782287280549
"logtsb" 6.29370931054019 1.04630117881567
"logtsb" 6.43969909649358 1.06007409339711
"logtsb" 6.6378345272329 1.09728845265177
"logtsb" 6.78722851161728 1.12414136737043
"logtsb" 7.01238956994077 1.13728299195869
"logtsb" 7.15982052840721 1.15500220593066
"logtsb" 7.34980458053204 1.17038483647825
"logtsb" 7.56652617567472 1.18876476182912
"logtsb" 7.7761611476482 1.19632886802306
"logtsb" 7.8776069168447 1.20106584949595
"logtsb" 8.13643562491721 1.20966639270408
"logtsb" 8.23919297762865 1.21245993989739
"logtsb" 8.19086171510703 1.21590565892995
"logtsb" 8.00880366298079 1.21797964232664
"logtsb" 7.76854449644749 1.21330772510172
"logtsb" 7.65458891950606 1.21051221460023
"logtsb" 7.42747659500226 1.20847401355344
"logtsb" 6.88434197640034 1.1944340645132
"logtsb" 6.65181014201986 1.19649809940903
"logtsb" 6.59348606586146 1.19788986215832
"logtsb" 6.84768691257405 1.19680815900544
"logtsb" 6.65649692604639 1.18713544251026
"logtsb" 6.69385376001382 1.17230228534271
"logtsb" 7.04727932077742 1.18727616883107
"logtsb" 7.14238058050136 1.19054897876429
"logtsb" 7.37886144409292 1.20860356270542
"logtsb" 7.43276800598659 1.21601375567316
"logtsb" 7.35012860985931 1.20680303946314
"logtsb" 7.31482436748565 1.21158508322249
"logtsb" 7.19077069905173 1.21849020240599
"logtsb" 6.99147576589657 1.21562898728248
"logtsb" 6.79662722616693 1.21680718633899
"logtsb" 6.72432304881845 1.219787351304
"logtsb" 6.66065596165132 1.21308714452269
"logtsb" 6.7399094870639 1.21863507236082
"logtsb" 6.539942268116 1.19726519390427
"logtsb" 6.47608096740702 1.18306631799261
"logtsb" 6.48400339413564 1.18409555776669
"logtsb" 6.53293203739712 1.17352688690206
"logtsb" 6.44592127110508 1.16651507963206
"logtsb" 6.48133626471145 1.15901398712641
"logtsb" 6.52970985553416 1.15645817077252
"logR" 3.92310978803484 0.426210230339546
"logR" 3.90368699512338 0.388834152662205
"logR" 4.17763711601706 0.375941585012195
"logR" 4.33870876364036 0.378832578732193
"logR" 4.61490915137227 0.392616309942824
"logR" 4.74401952576616 0.414052289918138
"logR" 4.60903029037445 0.438654575019278
"logR" 4.84121342589222 0.492868264278246
"logR" 4.68889970380347 0.541094384021064
"logR" 4.57702822271783 0.599902229630563
"logR" 4.58070369073484 0.66371950294491
"logR" 4.88051508736231 0.739219422194589
"logR" 4.79263035921185 0.791800493642312
"logR" 4.87582358744319 0.841579917238168
"logR" 5.13940768302426 0.895207650388936
"logR" 5.37101789785323 0.94443233714586
"logR" 5.5787168599602 0.993003822556601
"logR" 5.20145852957839 0.995123217323556
"logR" 4.80760469304939 0.999922647893942
"logR" 4.43994833012562 1.0052677554921
"logR" 4.66933877776063 1.01825176164892
"logR" 5.01292099162671 1.04365099133194
"logR" 4.84742471725172 1.04397076600924
"logR" 5.42612870079237 1.07836930948542
"logR" 5.4979219693258 1.08594523784561
"logR" 5.20373891916983 1.0740433215379
"logR" 5.31859406505807 1.08055643276842
"logR" 5.52077452559842 1.08442262188168
"logR" 5.89132822223958 1.09823601553691
"logR" 5.97667542259313 1.10071384237633
"logR" 5.8477016884216 1.10113621763397
"logR" 5.37007731749367 1.08848873580331
"logR" 5.54270166246926 1.11684372497947
"logR" 4.83857386089735 1.09762107549117
"logR" 4.4804203039164 1.10847029945214
"logR" 4.37063484686076 1.10151607776433
"logR" 4.29802223638035 1.09392098721751
"logR" 4.47766997212546 1.09793232162663
"logR" 4.65892323066799 1.10584812803963
"logR" 4.5739537916915 1.10021218442374
"logR" 4.97386660673347 1.11492304600203
"logR" 4.94079372504089 1.10291872287867
"logR" 5.08226716679164 1.11774729396389
"logR" 4.3456391162789 1.09401678201041
"logR" 4.73662888685422 1.11265960057492
"logR" 5.00397725788646 1.11752891630965
"logR" 4.41325579138312 1.09462658044339
"logR" 4.9382456509434 1.12425133117436
"logR" 5.09486364951111 1.10689842000214
"logR" 5.1808172949495 1.11280432712
"logR" 5.35243977414271 1.11341050484059
"logR" 5.84996262315455 1.12683665052568
"logR" 5.45071737204708 1.10465660257019
"logR" 5.52310012032645 1.11643225258935
"logR" 5.73322665285098 1.13285202576857
"logR" 5.32814957758238 1.11849389427905
"logR" 5.04807603889127 1.12061632385847
"logR" 4.99432831491497 1.15468322822117
"logLagR" 4.25070241246228 0.348076280030598
"logLagR" 3.73964691780159 0.324158617191392
"logLagR" 3.44973195676204 0.321145322756082
"logLagR" 4.07492798521237 0.316345436629319
"logLagR" 4.03878877515143 0.321235258958582
"logLagR" 4.54178914172593 0.333045309141356
"logLagR" 4.77203725354451 0.355665972823737
"logLagR" 4.09117828907862 0.387977175075505
"logLagR" 4.97334976234396 0.446057767657723
"logLagR" 4.45358739203995 0.504544849985775
"logLagR" 4.2768491025125 0.570005408172507
"logLagR" 4.12439962940197 0.637245301948582
"logLagR" 5.01552165747245 0.722067963209194
"logLagR" 4.44438330856214 0.77982815762565
"logLagR" 4.5196605063859 0.825330647061051
"logLagR" 4.96685578622758 0.880391936434348
"logLagR" 5.19145271720638 0.928475416208991
"logLagR" 5.88435188978779 0.97206601103203
"logLagR" 5.0156329882005 0.980483669024
"logLagR" 4.58482783148327 0.987686767047206
"logLagR" 3.72355716274574 0.986225523307223
"logLagR" 4.51294516226182 0.998184694842639
"logLagR" 5.25306447202328 1.02442360607978
"logLagR" 4.23513767257666 1.02759722761601
"logLagR" 5.51885083901398 1.05547445752001
"logLagR" 4.96068881816228 1.05798822485615
"logLagR" 4.95718938596849 1.06248379325691
"logLagR" 5.00373382447801 1.06782140369971
"logLagR" 5.3383682794431 1.07405844214675
"logLagR" 5.60788219197088 1.07575904455587
"logLagR" 5.57041940164882 1.07210111009508
"logLagR" 5.79487708516302 1.08546864441153
"logLagR" 5.00740165616033 1.08210049908443
"logLagR" 5.36046550261325 1.09295012868027
"logLagR" 4.60785799373172 1.0958679411682
"logLagR" 4.06558914322908 1.10270191422754
"logLagR" 4.12574684143106 1.09513089275423
"logLagR" 4.4385475343281 1.09114168843763
"logLagR" 4.4502661709062 1.08534378887725
"logLagR" 4.70847324199509 1.10086586142998
"logLagR" 4.26849739705023 1.09451552595214
"logLagR" 5.09007280881016 1.10559900849288
"logLagR" 5.13466727510798 1.1030456309869
"logLagR" 5.25380218464569 1.11471508471555
"logLagR" 3.66103563608163 1.09654885991059
"logLagR" 4.58482538599704 1.10413568686731
"logLagR" 4.66143351820853 1.10628569254075
"logLagR" 4.36171837609723 1.10848953019926
"logLagR" 5.05677344539831 1.11018568921649
"logLagR" 4.6802752314909 1.10818986893806
"logLagR" 4.85445288997771 1.10708444768247
"logLagR" 5.06170023155461 1.10989212517419
"logLagR" 5.6116536009295 1.11748454887282
"logLagR" 5.46956259275537 1.11193387685533
"logLagR" 5.28386158518422 1.11427522951716
"logLagR" 5.64149770316036 1.11179514723778
"logLagR" 4.9336929920954 1.10913017760286
"logLagR" 4.48725450146438 1.12199084383438
"lastLogN" 4.99432831491497 1.15468322822117
"lastLogN" 4.48725450146438 1.12199084383438
"lastLogN" 4.89699562832903 1.11529519361858
"lastLogN" 5.5234788358618 1.11812515850201
"lastLogN" 3.98312315148503 1.13556926304322
"lastLogN" 3.94626955872937 1.16730142521362
"lastLogN" 3.2392726236516 1.20189789331416
"lastLogN" 2.46868302837678 1.23235383145278
"lastLogN" 3.07224167320002 1.25184676464044
"lastLogN" 2.14664254216353 1.26694068408278
"lastLogN" 2.06543851494532 1.2842802939293
"lastLogN" 1.9844072516724 1.30086493361107
"lastLogN" 0.920736652318098 1.29157747284839
"lastLogF" -14.0418573922848 1.21550277499244
"lastLogF" -11.1528497046148 1.13060518538693
"lastLogF" -7.59879589616907 1.11005279551235
"lastLogF" -5.48526162444616 1.11518626737231
"lastLogF" -4.46025358600783 1.13923629190279
"lastLogF" -4.13830623600031 1.17360922721352
"lastLogF" -4.16908715727032 1.2082992865141
"lastLogF" -4.54019274512181 1.23657451833264
"lastLogF" -4.91522272471954 1.25330700505885
"lastLogF" -5.44622109336952 1.26371315452681
"lastLogF" -5.72874711554757 1.27955641860179
"lastLogF" -6.79441388541039 1.28867100084703
"beforeLastLogN" 5.04807603889127 1.12061632385847
"beforeLastLogN" 4.9336929920954 1.10913017760286
"beforeLastLogN" 5.84887815199522 1.11403125594318
"beforeLastLogN" 4.2026773562307 1.11280399679354
"beforeLastLogN" 4.37488924056445 1.13640329164407
"beforeLastLogN" 3.75399474856421 1.1697053172685
"beforeLastLogN" 2.91069981639146 1.20438902418803
"beforeLastLogN" 3.48921719569888 1.23427528455397
"beforeLastLogN" 2.49488033349472 1.25045815129548
"beforeLastLogN" 2.13374124592257 1.26369472243059
"beforeLastLogN" 1.38536576984141 1.27380463499946
"beforeLastLogN" 1.58982990249508 1.29445434471095
"beforeLastLogN" 1.18370818359001 1.29265914820473
"beforeLastLogF" -13.8128280384086 1.19236811133374
"beforeLastLogF" -10.9156481049327 1.11704154944595
"beforeLastLogF" -7.45666786819048 1.10572201549686
"beforeLastLogF" -5.4009615063621 1.11442646119564
"beforeLastLogF" -4.40717522618184 1.14009208232975
"beforeLastLogF" -4.11806359368096 1.17517785495995
"beforeLastLogF" -4.17114915550223 1.20950179893885
"beforeLastLogF" -4.56231277580147 1.23696749525515
"beforeLastLogF" -4.98049113598159 1.25363424777349
"beforeLastLogF" -5.57507253142782 1.26513488305987
"beforeLastLogF" -5.84710025060195 1.27933988311248
"beforeLastLogF" -6.87832621929606 1.28842250022997
